タイプ,タイトル,URL,入力項目数,問題
入力不可,"システム開発 | 株式会社ユリーカ","https://viva-eureka.com/contact-form",0,"❌ 入力できる項目なし"
入力不可,"長野システム開発株式会社のアルバイト・バイト情報/総務 ...","https://www.help.froma.com/s/",0,"❌ 入力できる項目なし"
不完全,"長野日本ソフトウエア株式会社丨長野県諏訪市に拠点を置くitと ...","https://www.nnsk.co.jp/contact/",5,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"アサマソフトウェア|システム開発・システム構築|長野佐久","https://asamasoft.co.jp/contact/",6,"⚠️ 名前未入力"
不完全,"株式会社アルテックス | ソフトウェア開発・Web制作 ...","https://ct-artex.co.jp/hp-free-consultation/",4,"⚠️ 名前未入力"
入力不可,"ソフトウェア開発・ホームページ制作 長野県松本市の電算 ...","https://www.doa-inc.jp/agreement/",0,"❌ 入力できる項目なし"
入力不可,"会社概要 | 東洋システム開発株式会社","https://www.tsknet.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/",0,"❌ 入力できる項目なし"
不完全,"事業拠点 | システム開発の株式会社システックス","https://www.systex.co.jp/contact2/contact.php",5,"⚠️ 名前未入力"
入力不可,"株式会社システムアスカ 松本事業所 | まつもと暮らし |松本 ...","https://matsumoto.city/job-info/",0,"❌ 入力できる項目なし"
不完全,"システム開発 | 空間情報 | 事業部門・サービス案内 | 株式会社 ...","https://m-survey.co.jp/form/",4,"⚠️ 会社名未入力"
不完全,"システムアスカ - ハイクォリティーでコストパフォーマンスに ...","https://systemaska.com/contact/",4,"⚠️ 会社名未入力"
不完全,"会社情報 | 株式会社システムファイブ","https://www.system-five.co.jp/inquiry/",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
入力不可,"AID|企業情報","https://www.a-i-d.co.jp/contact",0,"❌ 入力できる項目なし"
入力不可,"松本システム開発株式会社 (長野県) | 会社・組織情報なら ...","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3450902&pid=887733433&vcpub=0.000074&vcid=NLWn4pTNNl7E2hsbp0wFdtZPHDAYsIaGDDcgYc1G0ziq1GEFZ1-38A&isec=1765316395",0,"❌ 入力できる項目なし"
不完全,"松本システム開発 株式会社 - 全国法人・会社クチコミ検索サイト","https://ailist.net/contact",4,"⚠️ 会社名未入力"
不完全,"会社概要 - 株式会社Seekcloud","https://www.seekcloud.co.jp/contact",4,"⚠️ 名前未入力"
不完全,"テクニカルイン長野|ソフトウェア開発 Webシステム開発 自社 ...","https://tin-nagano.co.jp/contact/",4,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"アルプスシステム株式会社 - 会社案内","https://alpssystem.jp/contact.html",3,"⚠️ メッセージ未入力"
不完全,"会社概要 | 株式会社システムプラン","https://www.systemplan.co.jp/query/",4,"⚠️ 会社名未入力"
不完全,"(株)上田電子開発","https://www.e-ued.co.jp/#contact",4,"⚠️ 会社名未入力"
不完全,"パソコン修理・ホームページ制作・システム開発などIoTのこと ...","https://www.j-factory.com/contact/",4,"⚠️ 会社名未入力"
不完全,"会社紹介 | 中国新聞システム開発","https://www.c-system.co.jp/contact.php",4,"⚠️ 名前未入力"
入力不可,"10/31 (金)オープン!複合型の温浴施設「UU ueda(ユーユー ...","https://www.web-komachi.com/?page_id=792",0,"❌ 入力できる項目なし"
不完全,"クラウド型健康データ管理システム「クラウドチェックアップ ...","https://jgc-healthcare.com/contact/",5,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"上田 浩 (情報メディア教育研究センター)|法政大学 法政大学 ...","https://doi.org/10.1016/j.jtbi.2007.11.024",0,"❌ 入力できる項目なし"
入力不可,"グローバルシステム株式会社","https://globalsystem.co.jp/#company",0,"❌ 入力できる項目なし"
不完全,"健康診断管理システム-CloudCheckup-","https://c-checkup.com/contact",4,"⚠️ 名前未入力"
入力不可,"株式会社SOLA","https://sola-inc-web.com/inquiry.html",0,"❌ 入力できる項目なし"
入力不可,"株式会社キャスティネット システム開発 長野県:飯田市 ...","https://cxc.jp/development/clientcontact/",0,"❌ 入力できる項目なし"
不完全,"業務紹介 - 技建開発株式会社","https://gkc.co.jp/contact/",5,"⚠️ 会社名未入力"
入力不可,"独自のトータルシステムで全ての工程を自社管理|株式会社 ...","https://www.iidasangyo.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"システム開発 Gis 地理情報システム 台帳管理 共同受注 ...","https://nesuciida.com/contact/",4,"⚠️ 名前未入力"
入力不可,"exluce","https://www.exluce.co.jp/mobile/inquiry.html",0,"❌ 入力できる項目なし"
不完全,"Sustechが開発する電力運用プラットフォーム「ELIC」、業界水準 ...","https://sustech-inc.co.jp/contact/",4,"⚠️ 名前未入力"
入力不可,"イイダ電子株式会社|組込みシステム|電子回路設計 ...","https://www.iidadenshi.co.jp/contact/index.html",0,"❌ 入力できる項目なし"
入力不可,"ソフトウェア設計学研究室| 情報科学領域 | Naist 国立大学法人 ...","https://isw3.naist.jp/Access/contact-ja.html",0,"❌ 入力できる項目なし"
不完全,"株式会社DDDsystem | 名古屋・岐阜のシステム開発、WEB ...","https://ddd-system.co.jp/contact",4,"⚠️ 会社名未入力"
不完全,"株式会社システムブリッジ | システム開発 | 岐阜 | 中津川 | 日本","https://www.sys-br.co.jp/contact_us",4,"⚠️ 名前未入力"
不完全,"岐阜でシステム開発・ITインフラ構築なら株式会社resolve","https://re-solve.co.jp/contact/",4,"⚠️ メッセージ未入力"
不完全,"岐阜のシステム開発ならアークグロー株式会社","https://arcgrow.net/contact/",4,"⚠️ 名前未入力"
入力不可,"株式会社第一システム - 株式会社第一システム","https://www.daiichisystem.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"【岐阜】システム開発pl/Pm 京都本社の大手アウトソーシング ...","https://www.itnavi.jp/contact/",2,"⚠️ 名前未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"株式会社web-wing | Webシステム開発 岐阜県大垣市 | ソフ ...","https://www.contact-web.jp/",0,"❌ 入力できる項目なし"
不完全,"Kscソリューションズ株式会社 | 岐阜県可児市 ネットワーク ...","https://ksc-solutions.co.jp/contact.html",2,"⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"会社概要 | アイデックス株式会社","https://aidex.jp/business/contactlog",0,"❌ 入力できる項目なし"
入力不可,"システム開発のエクセル代行 | 岐阜県可児市","https://exceldaikou.jp/#%E6%96%99%E9%87%91%E3%83%BB%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B",0,"❌ 入力できる項目なし"
不完全,"株式会社ソエル|システム・アプリケーションソフト開発を ...","https://sowel.co.jp/contact",4,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"システム開発|ホームページ制作|パソコンのことなら岐阜の ...","https://www.k-kplus.jp/contact.html",0,"❌ 入力できる項目なし"
不完全,"タック株式会社/【岐阜】システム開発se(イビデン及び製造業 ...","https://www.geekly.co.jp/inquiry/?route=globalnavi",4,"⚠️ 名前未入力; ⚠️ メール未入力; ⚠️ メッセージ未入力"
不完全,"株式会社システムアドバンス(岐阜・富山・愛知・三重・京都)","https://s-advance.com/contact.php",3,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"問題解決のためのit導入|システム開発|株式会社ソフィア総合 ...","https://www.sri-net.jp/contact/",4,"⚠️ 名前未入力"
不完全,"システム開発|スイテック|パソコンやインターネットの ...","https://www.suitech.co.jp/contact",5,"⚠️ 会社名未入力"
入力不可,"防災備蓄管理システムの開発に向けた実証実験に関する連携 ...","https://www.city.ogaki.lg.jp/soshiki_list.html#lnk_21-1",0,"❌ 入力できる項目なし"
入力不可,"株式会社電算システム","https://www.densan-s.co.jp/inquiry.html",0,"❌ 入力できる項目なし"
不完全,"サンカドウコンピューター株式会社 - sannkakudoucomputer","https://makoto1000.wixsite.com/sannkakudoucomputer/contact",1,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (1項目のみ)"
不完全,"会社情報 - 株式会社enシステム","https://e-n-sys.com/inquiry/",3,"⚠️ 会社名未入力"
入力不可,"Invision - ウェブ・アプリ開発+デザイン - 株式会社インビジョン","https://invision.co.jp/#contact",0,"❌ 入力できる項目なし"
入力不可,"多治見市/各課の案内 - Tajimi","https://www.city.tajimi.lg.jp/kurashi/sodan/index.html",0,"❌ 入力できる項目なし"
不完全,"株式会社システック|Fa機器・搬送機械設計製作・各種システム ...","https://www.systec-co.jp/inquiry/index.html",4,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"hojyokin-portal.jp","https://hojyokin-portal.jp/subsidies/61220",2,"⚠️ 名前未入力; ⚠️ メール未入力; ⚠️ メッセージ未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"日本エキスパートシステム","https://nes-kk.co.jp/contact.html",4,"⚠️ 名前未入力"
不完全,"会社概要|株式会社テクノシステム","https://www.technosys.co.jp/contact",5,"⚠️ 会社名未入力"
不完全,"徹底した現場目線、NPシステム開発が自動点呼出展","https://www.logi-today.com/advertising",5,"⚠️ メッセージ未入力"
不完全,"Npシステム開発 遠隔点呼やit点呼に対応「Ai点呼システム ...","https://www.e-butsuryu.jp/contact/?post_id=4925",4,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"Npシステム開発「Ai点呼システム」 業務前自動点呼にも対応 ...","https://weekly-net.co.jp/advertising/contact/",6,"⚠️ 名前未入力"
不完全,"ワールドビジネスソリューション","https://www.wbsnet.co.jp/contact.html",1,"⚠️ 名前未入力; ⚠️ メール未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (1項目のみ)"
不完全,"事業案内 | プロダクトシステム株式会社","https://psk-web.co.jp/inqu/",4,"⚠️ 会社名未入力"
不完全,"SAKURA system株式会社 - 愛知県豊橋市にあるソフトウェア ...","https://sakura-sys.co.jp/#contact",3,"⚠️ 会社名未入力"
入力不可,"各課業務内容/可児市","https://www.city.kani.lg.jp/6143.htm",0,"❌ 入力できる項目なし"
入力不可,"企業情報 | 有限会社オオヒラ制禦システム","https://ohira-cs.com/contact.html",0,"❌ 入力できる項目なし"
不完全,"システム開発の株式会社ロジック","https://logic-soft.jp/contact/",3,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"組合企業紹介 - 静岡県ソフトウェア事業協同組合","https://ssanet.jp/contact-us/",0,"❌ 入力できる項目なし"
不完全,"株式会社プレシード|静岡県沼津市|システム構築 ...","https://www.precede.co.jp/contact/",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"会社概要 - 株式会社イシダシステム開発","https://www.ishida-sd.co.jp/contact/",7,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"静岡県静岡市にあるシステム開発会社「株式会社ジェネシス ...","https://genesis-com.jp/?page_id=230",4,"⚠️ 会社名未入力"
入力不可,"株式会社システムソフィア","https://systemsophia.co.jp/contact.html",0,"❌ 入力できる項目なし"
不完全,"システム開発 | メディアミックス株式会社|静岡県浜松市の ...","https://www.medi.co.jp/contact/business/",4,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"沼津ニアショア開発センター | ソリューション | 株式会社メトロ","https://www.metro.co.jp/mobile/contact/",0,"❌ 入力できる項目なし"
入力不可,"情報(データベース)の使い手、システム会社Liberty(リバティー)です","https://liberty-system.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"アルファシステムズ株式会社","https://www.s-asc.co.jp/contact/",5,"⚠️ 会社名未入力"
不完全,"アプリ開発_静岡県沼津_システム開発 | 株式会社キャスト","https://cast-ad.co.jp/contact/",5,"⚠️ 会社名未入力"
入力不可,"ソフトウェア開発・販売管理・生産管理システム受託開発 ...","https://www.tk-s.co.jp/contact.html",0,"❌ 入力できる項目なし"
不完全,"現場徹底主義のシステム開発 株式会社ダックス","https://dacks.co.jp/contact.html",7,"⚠️ 名前未入力"
入力不可,"株式会社ゼクスターズ|ソフトウェア開発/システム構築/It ...","https://www.xecstars.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"管理システムなら静岡県浜松市のNANAシステム開発株式会社","https://www.7sys.jp/#contact",3,"⚠️ 名前未入力"
不完全,"デジタル支援のぬくもりテクノロジー | 静岡県焼津市のit企業 ...","https://nukumori-tec.jp/contact.html",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
